Date,High,Low,Open,Close,Volume,Adj Close
2015-01-02,48.34000015258789,46.970001220703125,48.130001068115234,47.2599983215332,2755220.0,47.2599983215332
2015-01-05,46.650001525878906,45.9900016784668,46.5,46.31999969482422,963480.0,46.31999969482422
2015-01-06,46.75,46.0099983215332,46.4900016784668,46.58000183105469,2024030.0,46.58000183105469
2015-01-07,48.529998779296875,47.099998474121094,47.099998474121094,48.150001525878906,1534970.0,48.150001525878906
2015-01-08,48.88999938964844,47.619998931884766,48.33000183105469,48.5099983215332,2070130.0,48.5099983215332
2015-01-09,48.2599983215332,47.220001220703125,48.2400016784668,47.529998779296875,2751700.0,47.529998779296875
2015-01-12,47.439998626708984,46.68000030517578,47.29999923706055,46.83000183105469,2783990.0,46.83000183105469
2015-01-13,47.63999938964844,46.63999938964844,46.880001068115234,46.63999938964844,4836250.0,46.63999938964844
2015-01-14,46.9900016784668,46.11000061035156,46.20000076293945,46.47999954223633,2432730.0,46.47999954223633
2015-01-15,47.529998779296875,46.4900016784668,46.540000915527344,47.0,2525830.0,47.0
2015-01-16,47.95000076293945,46.79999923706055,47.08000183105469,47.599998474121094,1818880.0,47.599998474121094
2015-01-19,47.459999084472656,46.20000076293945,47.36000061035156,46.310001373291016,1066810.0,46.310001373291016
2015-01-20,47.36000061035156,46.29999923706055,47.13999938964844,46.52000045776367,1514750.0,46.52000045776367
2015-01-21,47.9900016784668,46.70000076293945,47.150001525878906,47.810001373291016,1920210.0,47.810001373291016
2015-01-22,48.9900016784668,47.900001525878906,48.369998931884766,48.119998931884766,3118280.0,48.119998931884766
2015-01-23,48.130001068115234,47.15999984741211,47.75,47.29999923706055,3662810.0,47.29999923706055
2015-01-26,47.33000183105469,46.630001068115234,46.630001068115234,47.189998626708984,1127090.0,47.189998626708984
2015-01-27,47.560001373291016,46.06999969482422,46.88999938964844,47.34000015258789,2330450.0,47.34000015258789
2015-01-28,46.88999938964844,46.22999954223633,46.58000183105469,46.33000183105469,1631820.0,46.33000183105469
2015-01-29,46.61000061035156,45.650001525878906,46.529998779296875,46.380001068115234,2048750.0,46.380001068115234
2015-01-30,45.849998474121094,45.220001220703125,45.599998474121094,45.61000061035156,5209810.0,45.61000061035156
2015-02-02,46.43000030517578,45.459999084472656,46.09000015258789,46.27000045776367,3140510.0,46.27000045776367
2015-02-03,47.650001525878906,46.90999984741211,47.060001373291016,47.63999938964844,1620140.0,47.63999938964844
2015-02-04,48.369998931884766,46.880001068115234,47.52000045776367,47.77000045776367,1797020.0,47.77000045776367
2015-02-05,48.41999816894531,47.52000045776367,47.52000045776367,47.880001068115234,2036980.0,47.880001068115234
2015-02-06,47.599998474121094,46.79999923706055,47.599998474121094,47.29999923706055,2511470.0,47.29999923706055
2015-02-09,48.13999938964844,47.029998779296875,47.099998474121094,47.91999816894531,1073710.0,47.91999816894531
2015-02-10,48.41999816894531,47.15999984741211,47.70000076293945,47.15999984741211,2241760.0,47.15999984741211
2015-02-11,47.470001220703125,46.540000915527344,47.279998779296875,46.95000076293945,3035770.0,46.95000076293945
2015-02-12,48.38999938964844,47.54999923706055,47.54999923706055,48.130001068115234,3954610.0,48.130001068115234
2015-02-13,49.38999938964844,48.4900016784668,48.849998474121094,49.38999938964844,1811980.0,49.38999938964844
2015-02-18,50.52000045776367,49.529998779296875,49.93000030517578,49.90999984741211,1427470.0,49.90999984741211
2015-02-19,50.220001220703125,49.400001525878906,49.70000076293945,49.79999923706055,943940.0,49.79999923706055
2015-02-20,50.099998474121094,49.279998779296875,49.90999984741211,49.84000015258789,1344790.0,49.84000015258789
2015-02-23,50.29999923706055,49.41999816894531,49.41999816894531,49.79999923706055,1901700.0,49.79999923706055
2015-02-24,50.689998626708984,49.56999969482422,50.04999923706055,50.40999984741211,1497110.0,50.40999984741211
2015-02-25,50.400001525878906,49.56999969482422,49.59000015258789,50.36000061035156,1967580.0,50.36000061035156
2015-02-26,50.810001373291016,49.75,50.40999984741211,50.310001373291016,1831640.0,50.310001373291016
2015-02-27,51.06999969482422,49.880001068115234,50.06999969482422,50.0099983215332,3274430.0,50.0099983215332
2015-03-02,50.099998474121094,49.34000015258789,49.9900016784668,49.59000015258789,1584990.0,49.59000015258789
2015-03-03,50.040000915527344,49.54999923706055,49.75,49.83000183105469,3409300.0,49.83000183105469
2015-03-04,49.470001220703125,48.97999954223633,49.36000061035156,49.06999969482422,1755490.0,49.06999969482422
2015-03-05,49.369998931884766,48.70000076293945,49.29999923706055,48.95000076293945,2107820.0,48.95000076293945
2015-03-06,48.959999084472656,48.400001525878906,48.90999984741211,48.54999923706055,2460410.0,48.54999923706055
2015-03-09,48.310001373291016,47.56999969482422,48.13999938964844,47.75,2376580.0,47.75
2015-03-10,47.849998474121094,46.95000076293945,47.25,46.95000076293945,2311030.0,46.95000076293945
2015-03-11,47.599998474121094,46.970001220703125,47.11000061035156,47.52000045776367,2800770.0,47.52000045776367
2015-03-12,48.25,47.279998779296875,48.16999816894531,47.45000076293945,2509500.0,47.45000076293945
2015-03-13,47.36000061035156,46.380001068115234,47.08000183105469,47.209999084472656,2882790.0,47.209999084472656
2015-03-16,47.869998931884766,47.0099983215332,47.5,47.380001068115234,3290810.0,47.380001068115234
2015-03-17,49.029998779296875,47.380001068115234,47.380001068115234,48.91999816894531,3173110.0,48.91999816894531
2015-03-18,50.36000061035156,48.369998931884766,48.709999084472656,50.099998474121094,3789520.0,50.099998474121094
2015-03-19,50.099998474121094,49.31999969482422,50.099998474121094,49.54999923706055,5150140.0,49.54999923706055
2015-03-20,50.779998779296875,49.86000061035156,50.0,50.31999969482422,3985490.0,50.31999969482422
2015-03-23,50.689998626708984,50.040000915527344,50.56999969482422,50.43000030517578,2471250.0,50.43000030517578
2015-03-24,50.75,49.54999923706055,50.38999938964844,50.040000915527344,1809630.0,50.040000915527344
2015-03-25,50.86000061035156,50.04999923706055,50.38999938964844,50.290000915527344,3617730.0,50.290000915527344
2015-03-26,50.08000183105469,49.06999969482422,49.91999816894531,49.11000061035156,6047500.0,49.11000061035156
2015-03-27,49.16999816894531,48.54999923706055,49.04999923706055,48.65999984741211,3647240.0,48.65999984741211
2015-03-30,49.84000015258789,48.41999816894531,48.68000030517578,49.81999969482422,2380430.0,49.81999969482422
2015-03-31,50.06999969482422,49.15999984741211,49.56999969482422,49.5,2042600.0,49.5
2015-04-01,51.13999938964844,50.08000183105469,50.20000076293945,50.79999923706055,2221740.0,50.79999923706055
2015-04-02,51.869998931884766,51.0,51.0,51.5,3468760.0,51.5
2015-04-06,52.599998474121094,51.77000045776367,51.77000045776367,52.099998474121094,4053160.0,52.099998474121094
2015-04-07,52.5099983215332,51.900001525878906,52.099998474121094,52.20000076293945,3467830.0,52.20000076293945
2015-04-08,52.9900016784668,52.029998779296875,52.810001373291016,52.220001220703125,4458270.0,52.220001220703125
2015-04-09,52.5099983215332,51.779998779296875,52.2599983215332,52.27000045776367,2492660.0,52.27000045776367
2015-04-10,52.84000015258789,52.02000045776367,52.22999954223633,52.650001525878906,1321380.0,52.650001525878906
2015-04-13,53.279998779296875,52.45000076293945,52.529998779296875,52.61000061035156,2947850.0,52.61000061035156
2015-04-14,53.16999816894531,52.2400016784668,53.060001373291016,52.529998779296875,1678020.0,52.529998779296875
2015-04-15,53.38999938964844,52.68000030517578,52.72999954223633,53.25,2092940.0,53.25
2015-04-16,53.25,52.7599983215332,53.209999084472656,53.029998779296875,1428100.0,53.029998779296875
2015-04-17,52.90999984741211,52.33000183105469,52.5,52.45000076293945,1103690.0,52.45000076293945
2015-04-20,52.86000061035156,52.02000045776367,52.459999084472656,52.2400016784668,3629140.0,52.2400016784668
2015-04-22,53.31999969482422,52.400001525878906,52.400001525878906,53.029998779296875,1978020.0,53.029998779296875
2015-04-23,54.25,52.470001220703125,52.7599983215332,54.040000915527344,2144630.0,54.040000915527344
2015-04-24,55.380001068115234,54.5,54.540000915527344,54.97999954223633,1458290.0,54.97999954223633
2015-04-27,55.349998474121094,53.84000015258789,54.79999923706055,53.959999084472656,1770050.0,53.959999084472656
2015-04-28,54.29999923706055,53.45000076293945,54.2400016784668,54.20000076293945,1706410.0,54.20000076293945
2015-04-29,53.90999984741211,53.43000030517578,53.900001525878906,53.68000030517578,5871570.0,53.68000030517578
2015-04-30,54.619998931884766,53.33000183105469,53.40999984741211,54.619998931884766,2378440.0,54.619998931884766
2015-05-04,55.869998931884766,55.20000076293945,55.20000076293945,55.83000183105469,1679460.0,55.83000183105469
2015-05-05,56.540000915527344,55.45000076293945,55.540000915527344,56.41999816894531,1153350.0,56.41999816894531
2015-05-06,56.900001525878906,55.220001220703125,56.5,55.43000030517578,2246700.0,55.43000030517578
2015-05-07,55.70000076293945,54.90999984741211,55.43000030517578,55.31999969482422,1183180.0,55.31999969482422
2015-05-08,56.20000076293945,55.0,56.20000076293945,55.5,1511240.0,55.5
2015-05-11,56.0,55.38999938964844,56.0,55.52000045776367,1750380.0,55.52000045776367
2015-05-12,55.79999923706055,55.150001525878906,55.31999969482422,55.18000030517578,398460.0,55.18000030517578
2015-05-13,55.27000045776367,54.59000015258789,55.099998474121094,54.77000045776367,1648930.0,54.77000045776367
2015-05-14,55.349998474121094,54.4900016784668,54.959999084472656,55.06999969482422,1253840.0,55.06999969482422
2015-05-15,55.689998626708984,54.84000015258789,55.04999923706055,55.59000015258789,1889620.0,55.59000015258789
2015-05-18,56.09000015258789,54.29999923706055,56.09000015258789,54.4900016784668,2248760.0,54.4900016784668
2015-05-19,54.9900016784668,53.439998626708984,54.7599983215332,53.93000030517578,1162550.0,53.93000030517578
2015-05-20,54.11000061035156,53.2599983215332,53.68000030517578,53.34000015258789,1970010.0,53.34000015258789
2015-05-21,53.77000045776367,52.970001220703125,53.06999969482422,53.54999923706055,1509310.0,53.54999923706055
2015-05-22,53.709999084472656,52.45000076293945,53.70000076293945,52.93000030517578,3551500.0,52.93000030517578
2015-05-25,53.349998474121094,52.43000030517578,52.599998474121094,53.0,2827130.0,53.0
2015-05-26,52.849998474121094,52.029998779296875,52.630001068115234,52.2400016784668,2244720.0,52.2400016784668
2015-05-27,52.790000915527344,51.650001525878906,52.2400016784668,52.650001525878906,1616170.0,52.650001525878906
2015-05-28,52.5099983215332,51.84000015258789,52.099998474121094,52.38999938964844,2091280.0,52.38999938964844
2015-05-29,52.2400016784668,51.279998779296875,52.029998779296875,51.349998474121094,2862410.0,51.349998474121094
2015-06-01,51.7599983215332,51.13999938964844,51.18000030517578,51.459999084472656,3826350.0,51.459999084472656
2015-06-02,52.630001068115234,51.75,51.75,52.619998931884766,2030190.0,52.619998931884766
2015-06-03,52.75,51.880001068115234,52.70000076293945,52.040000915527344,1705220.0,52.040000915527344
2015-06-05,51.869998931884766,51.290000915527344,51.45000076293945,51.369998931884766,1912890.0,51.369998931884766
2015-06-08,51.810001373291016,51.25,51.7400016784668,51.25,3393120.0,51.25
2015-06-09,51.720001220703125,51.099998474121094,51.25,51.349998474121094,4623460.0,51.349998474121094
2015-06-10,52.54999923706055,51.86000061035156,51.86000061035156,52.349998474121094,4647220.0,52.349998474121094
2015-06-11,52.720001220703125,51.900001525878906,52.61000061035156,52.08000183105469,3391240.0,52.08000183105469
2015-06-12,51.95000076293945,51.47999954223633,51.810001373291016,51.72999954223633,3383990.0,51.72999954223633
2015-06-15,51.720001220703125,51.060001373291016,51.5,51.630001068115234,3760000.0,51.630001068115234
